Stock 1,Stock 2,Beta,ADF stat,Crit value,Half life
L,WELL,3.187565045964901,-3.520273527904813,-3.443470002903981,13.822755681616405
EVRG,MMM,2.806194689596861,-3.520210154920813,-3.443470002903981,14.556517959528447
FOXA,WELL,2.5940918314159545,-3.5183231351425426,-3.443470002903981,13.107399465763859
NRG,PLTR,1.4896520056326708,-3.515191166515343,-3.443470002903981,14.402934794091422
STT,SYF,0.76085958383616,-3.5131229827756107,-3.443496379464,13.18027636724111
C,L,0.53227200325323,-3.5112486995750127,-3.443470002903981,14.332240932539946
AXON,BKNG,3.987783808558742,-3.507671994773851,-3.4437386290417082,10.939891908927656
GE,L,0.15704425010267484,-3.505831379021377,-3.443470002903981,14.065691555704666
BK,EBAY,0.7441770745198176,-3.5025891685376735,-3.443470002903981,13.99139761279659
KEY,USB,2.0176112809399536,-3.500747131554087,-3.4435228622952065,10.032066853696412
BK,CVNA,5.45787300844585,-3.4869549945055662,-3.4436298692815304,12.684248206131773
COF,CVNA,3.072224478315846,-3.46950636765778,-3.4436029548776395,9.428452805962316
AVGO,GS,1.7298037816687153,-3.4649491060076767,-3.443470002903981,13.689286544677907
AXP,BAC,0.12533710488092825,-3.4570626886379836,-3.4435228622952065,11.404295421098167
GS,STT,0.11690873294652832,-3.4556599858901293,-3.4435228622952065,12.549833019974988
GEV,JBL,0.2330140580622094,-3.4501896219806816,-3.4452655826028318,13.3298098461221
PPL,WMB,2.4014244311260695,-3.4324372250338415,-3.4436568932270095,13.839820480635666
