Stock 1,Stock 2,Beta,ADF stat,Crit value,Half life
AFL,VTR,0.652184664065491,-4.115627819245988,-3.4566744514553016,5.930329827659641
FICO,TMUS,0.06968881031923817,-4.113743927436655,-3.4566744514553016,5.444867055901485
AVB,MMM,0.9944661478637086,-4.106726344407878,-3.4566744514553016,5.4529310486440865
NDAQ,PNC,2.3607852322235585,-4.103360098209778,-3.4566744514553016,5.590012534743684
LII,T,0.03267922690552282,-4.102040490669968,-3.4566744514553016,5.304177719413642
FICO,SRE,0.018151472774026352,-4.099020585510017,-3.4566744514553016,5.827784948238173
TRGP,ZBRA,1.37110137918192,-4.098206972535687,-3.4566744514553016,5.518556920004778
HWM,TRGP,1.6560249611632518,-4.096515632752145,-3.4584868856997004,11.839159981119959
BK,SRE,0.7482194014111474,-4.096064525898614,-3.456780859712,8.151978030638757
FOX,SRE,1.159805926947105,-4.095062369241003,-3.456780859712,6.869775811327105
DUK,EIX,0.7857694496810832,-4.093985472941287,-3.4566744514553016,5.676339808323623
BKR,TPL,22.911680313392992,-4.093884402999874,-3.4569962781990573,6.509393667582528
GDDY,JPM,0.7284714074761376,-4.091345036004208,-3.4566744514553016,5.519907897964592
FRT,LNT,0.7463579845566988,-4.090873606655072,-3.4566744514553016,5.480881602024426
PM,UDR,0.224643515756214,-4.088271338700289,-3.456780859712,7.196059460209831
MCO,TYL,1.7087168450839048,-4.087828353729263,-3.456780859712,6.398065744611405
KKR,T,0.10574112865615487,-4.083108747005882,-3.4566744514553016,5.745469183623784
DGX,UDR,0.2893139403746226,-4.082999018956055,-3.4568881317725864,5.2088899414536876
ALLE,MAS,0.5715355802122258,-4.082793246539641,-3.4566744514553016,5.963243867174068
NI,ZBRA,11.31960139326546,-4.078570760610924,-3.4566744514553016,5.54870992626301
AVB,PM,0.7279139140014015,-4.060267839001597,-3.4566744514553016,5.589546917217675
OKE,PKG,1.9954954673457546,-4.057831674646095,-3.4569962781990573,6.447604314218135
ETR,STT,0.9972335192328481,-4.054899654766703,-3.4566744514553016,5.8116229537337025
OKE,RF,0.2095388308298497,-4.054689066882909,-3.4566744514553016,5.80338911045272
LII,MSI,0.796821335268183,-4.048371644294898,-3.4568881317725864,4.391254445954369
LII,WMT,0.16516266373943805,-4.042112393274849,-3.4566744514553016,5.113056054776476
CPT,MCO,3.7410488830315343,-4.041347773434428,-3.4566744514553016,5.637048012905665
EQR,PNW,1.3605839061460374,-4.036010671990032,-3.4566744514553016,5.648331649722365
MSI,WELL,0.2892200510135323,-4.035269254186269,-3.4568881317725864,6.465486811490963
AJG,BRO,0.4604441084733616,-4.034264119901721,-3.457215237265747,8.480196213504998
EME,JCI,0.10655453710163768,-4.033996148583914,-3.456780859712,6.631409053433595
PEG,TT,4.408530931233772,-4.031783559977058,-3.4566744514553016,6.459404419813336
CPT,EIX,0.6290357964334956,-4.028307460893366,-3.456780859712,6.686521425290069
LNT,UDR,0.644308125929185,-4.026767964453552,-3.456780859712,7.7375942766097925
PWR,TTD,0.46102251395655536,-4.024187490219343,-3.4566744514553016,5.6643597265567625
BRO,PNW,0.7035479708255947,-4.0238535908896775,-3.456780859712,8.574570420721534
KKR,WMB,0.317508637801967,-4.021641974503635,-3.4569962781990573,7.030845488940995
CPT,PNW,0.7304090251888159,-4.016906346109895,-3.4566744514553016,5.706095413252782
JCI,NRG,1.5275281711424777,-4.016812324418528,-3.4566744514553016,5.919408925826342
CFG,MSI,11.049716823581484,-4.015494719060128,-3.4566744514553016,5.936460542784427
AXP,BSX,0.27802421742865224,-4.015066422705042,-3.4566744514553016,5.776342441135035
OKE,TTD,1.505205823287929,-4.014603587361368,-3.4566744514553016,5.71583804615112
FOX,ISRG,9.76863054793508,-4.013459725409606,-3.4566744514553016,6.17586217810299
GDDY,GRMN,0.8892425143575411,-4.001687569744753,-3.457105309726321,7.392245565211613
ATO,FITB,0.34641115394892685,-4.001213506257461,-3.4566744514553016,5.716984397812037
FITB,MSI,12.758890667645531,-3.9974625187664063,-3.4566744514553016,5.804131148889893
KMI,RCL,10.906564494705549,-3.9970873662596547,-3.4566744514553016,5.756206562117582
CFG,NI,0.7655533901813918,-3.996845894422447,-3.4566744514553016,5.514450663792017
BK,TMUS,2.884227123311365,-3.9963741505612393,-3.4566744514553016,5.97816012600179
COST,LII,0.7394439574816988,-3.995361355701215,-3.4566744514553016,6.025559257858972
AEE,SPG,1.6207235160246638,-3.992117157058601,-3.4566744514553016,6.097717500036277
CINF,PNR,0.7462694493654025,-3.9920373150775093,-3.4566744514553016,5.755538235040967
ISRG,MO,0.08656688166074372,-3.991792537157922,-3.4566744514553016,6.0597144210842835
MSI,PM,0.25034570974769627,-3.9808163159248697,-3.4568881317725864,7.656126646804328
ATO,CINF,1.1387260588566757,-3.9807633001318488,-3.4566744514553016,6.556775419960501
MS,WMB,0.479518337857206,-3.9788093522351438,-3.4566744514553016,6.337289729322026
AEE,FITB,0.5093707128484044,-3.978297107396209,-3.4566744514553016,5.728720489518798
ISRG,MSI,0.9347863635889594,-3.97586040432027,-3.456780859712,4.87905865600801
CMI,CRH,0.23330925019834176,-3.975710616072061,-3.4566744514553016,5.760258866321175
ISRG,KKR,0.3518748148399765,-3.973372051865494,-3.4566744514553016,5.830276831840648
FITB,LNT,1.1582033780608412,-3.9707564211267723,-3.4566744514553016,5.9678592455839
JPM,TRGP,1.471698656298425,-3.9706537876826555,-3.456780859712,4.334740435302002
KKR,KMI,0.15248622377038717,-3.967643776147453,-3.4569962781990573,7.434365424738981
AEE,RF,0.3011173786664979,-3.966813562762626,-3.4573260719088132,6.607784508718798
FICO,SPG,0.03545668904629626,-3.958758874377587,-3.4566744514553016,5.725157863591189
LNT,MSI,10.508205001053383,-3.958627965175048,-3.4566744514553016,7.107037648778482
JPM,WMB,0.3176132767355939,-3.957962313647784,-3.4566744514553016,6.072560674356001
GEV,JCI,0.08775571375386723,-3.9559305266631073,-3.4652439354133255,6.511554637728648
FICO,PNC,0.05119795373216514,-3.9486869370611104,-3.4566744514553016,6.041501899966527
TTD,WMB,0.3670262756047441,-3.9474113764509933,-3.4566744514553016,5.592357179470731
BKR,KMI,0.809309186656028,-3.946977114206639,-3.4568881317725864,8.068393444617875
MMM,RTX,0.5850486954191357,-3.9352916293562976,-3.456780859712,5.598245330632185
AVB,PNW,0.4023188338400815,-3.934030237093128,-3.4566744514553016,5.865123656115915
IBKR,MS,2.0541857415537823,-3.9335391231128907,-3.4566744514553016,7.647459101838813
AVB,LII,3.3550827198502207,-3.933153364240347,-3.4566744514553016,6.23268302229546
PPL,WELL,5.9732990831181905,-3.931206243759953,-3.4569962781990573,6.526616173690344
CMS,RTX,2.3704640690482064,-3.9250374317319094,-3.4566744514553016,7.131964851913974
PNW,TYL,8.789110100386825,-3.923657525544557,-3.4566744514553016,6.20446900449488
PM,PNW,0.5351275850412107,-3.9230562865213674,-3.4568881317725864,6.288351555083029
ISRG,TJX,0.16566789568719356,-3.9218819646815324,-3.4566744514553016,6.070858175551317
BRO,LII,6.013272528195969,-3.918769181514486,-3.4566744514553016,6.261752337564768
EIX,MAA,1.7726016682015526,-3.9186569405585425,-3.4569962781990573,8.967970858133235
ETR,KKR,2.3835505449486107,-3.9138713582327784,-3.457105309726321,4.569952888622658
CVNA,JPM,0.3287713175731455,-3.90735252716744,-3.457215237265747,4.396072186820599
MSI,T,0.040734266914618934,-3.9066894066506777,-3.4566744514553016,6.012523760403419
HWM,WMT,0.6063067689830883,-3.903686841630522,-3.4575505077947746,10.631227493658269
HWM,LII,3.5399955190374723,-3.8968484951685003,-3.4566744514553016,6.0224920987141655
CPT,TYL,6.589868163116046,-3.895750824869139,-3.4566744514553016,6.3745099093304525
EQR,SO,1.381570279376957,-3.895436381058884,-3.4566744514553016,5.930012857358295
TTD,WAB,1.1248822332367188,-3.894572419280952,-3.4566744514553016,6.151616345819713
ICE,NVR,61.83922445160648,-3.883746915804747,-3.4566744514553016,5.8747339260564635
CPT,ESS,2.384684953183899,-3.882154897541509,-3.456780859712,7.707992989116782
TT,ZBRA,0.9234713961790524,-3.879578373435283,-3.4566744514553016,6.170090996295474
BX,NTRS,0.40155998912603735,-3.8790605565805167,-3.4566744514553016,6.023260158740162
BRK-B,BRO,0.35712347793224875,-3.8740657038298076,-3.456780859712,7.044918332769472
ATO,RF,0.2044810463831797,-3.871062636893524,-3.4566744514553016,6.064087573004152
WAB,ZBRA,2.0502928536776563,-3.8700600443397306,-3.4566744514553016,6.38010442697657
BX,ETR,0.38593632723108323,-3.8652823682807353,-3.4566744514553016,5.93264270036297
AFL,MMM,1.6483631425763865,-3.8640775855648015,-3.4566744514553016,6.018684387845639
GRMN,JPM,0.7697697523615813,-3.8634893541133772,-3.457215237265747,5.252785689715189
KMI,MS,4.127423387449642,-3.862701068758802,-3.4568881317725864,5.574232131490241
JCI,ZBRA,5.1965525507525605,-3.860312951096847,-3.4566744514553016,6.14208209654746
FITB,NI,0.8851619065837726,-3.8521853530122248,-3.4566744514553016,5.263673305369846
DTE,EQR,0.7103797295347138,-3.844379299503568,-3.4569962781990573,5.836801569111953
EVRG,MO,1.055124940818463,-3.84147567223447,-3.457215237265747,8.896621693081986
ATO,PAYX,0.7441276270009405,-3.8374436131034204,-3.4566744514553016,6.3868242208965516
DOC,SO,4.337827993524068,-3.8369954711536978,-3.456780859712,6.406945622712457
OKE,ZBRA,3.7538968231779233,-3.834654628553189,-3.4566744514553016,6.2048792092615
CVNA,KKR,0.33774519329180985,-3.8344055133168,-3.4578942529658563,4.9544795726910635
ATO,SPG,1.0974489671660577,-3.833306562936824,-3.4566744514553016,6.3976850161512795
KKR,ZBRA,2.0476748754551783,-3.8320188090105542,-3.4566744514553016,6.319017878801877
CVNA,OKE,0.1809411213737248,-3.8319217885821417,-3.4566744514553016,6.131275769005583
KMI,SYF,2.503652320933573,-3.824600682829736,-3.4566744514553016,6.326913257994932
BSX,LII,7.351960643200324,-3.823100581203236,-3.4566744514553016,6.520738307491223
AXP,GEV,2.6467031930606795,-3.81403445516208,-3.4648754262570978,4.910462142497399
AVB,TYL,3.623012726653333,-3.8127143905554175,-3.4566744514553016,6.7908606034805565
NI,PNC,4.913819571321511,-3.812202083563823,-3.4566744514553016,6.142676210217841
T,WMT,4.825856403265571,-3.8088559906568378,-3.4566744514553016,6.651491105416811
NDAQ,SPG,1.6199907080683258,-3.806785750747141,-3.4566744514553016,6.306539099345813
MTB,OKE,0.4598999313816123,-3.8034853997757203,-3.457437824930831,6.4790377897694515
BKNG,CCL,0.0061193969808007,-3.803083167352202,-3.4568881317725864,7.0296659323935895
NI,SRE,1.7501464448282533,-3.802890286143886,-3.456780859712,9.0029435954679
BSX,JCI,0.9082661961326564,-3.8018430947014163,-3.4566744514553016,6.654220925412009
LNT,MMM,3.7471843851306534,-3.7962518800506184,-3.4566744514553016,6.448037103308173
BX,HBAN,0.06853874529412379,-3.7955362894879516,-3.456780859712,7.462890300578704
AEE,BK,1.074131987938341,-3.7951579167833156,-3.457105309726321,7.996253082189493
ADP,AEE,0.3390649683743281,-3.7938079249201646,-3.4566744514553016,6.894636966043462
CVNA,FITB,0.0651111452225489,-3.7928780778935884,-3.4566744514553016,6.3298822389688105
AEE,ATO,1.4680835424325243,-3.7919744434162945,-3.457105309726321,5.223480485207457
ISRG,TMUS,0.4263955751399078,-3.7912855703219313,-3.457105309726321,5.782945691794012
ARES,ZBRA,2.5277024982655973,-3.79095328542584,-3.4566744514553016,6.306294999010442
LII,TJX,0.14205923420467015,-3.7877685302895285,-3.4569962781990573,5.625113588353799
ALL,NI,0.24056839175426767,-3.782594371332135,-3.4566744514553016,7.32929942264512
ATO,NDAQ,0.6608202965932917,-3.7822385049627827,-3.4566744514553016,6.5502169183585
CPT,SO,0.7373360211433521,-3.7805397502005786,-3.456780859712,6.960197966961318
JPM,TTD,0.8203791153258995,-3.775222587300614,-3.456780859712,4.190085973987095
MTB,TMUS,1.0384472235264575,-3.7731686828282003,-3.4566744514553016,6.325241269900629
PNC,TPL,4.646009128576317,-3.772944871197505,-3.4566744514553016,6.427908256963578
LII,NI,0.05383743069058039,-3.769793588935056,-3.4566744514553016,6.064378054042666
ATO,CBRE,1.476035350421183,-3.7692826342781975,-3.4566744514553016,6.3426759065029525
AEP,EQR,0.7070613726053186,-3.7678010173548078,-3.4566744514553016,6.19442775757009
ATO,PNC,1.598903084566143,-3.7655167544141053,-3.4566744514553016,6.430243739254401
ORCL,T,0.0895791419388926,-3.758583746808247,-3.4569962781990573,6.0418994213807276
HBAN,OKE,7.096944967033225,-3.75462762014997,-3.4566744514553016,6.632012710756056
FITB,PPL,0.6140189702709196,-3.753393567387756,-3.4566744514553016,6.335693048449783
AFL,DTE,0.6219171342983949,-3.7527724897521066,-3.4569962781990573,5.198516912329363
CINF,PH,4.393276011370927,-3.750709657620066,-3.4566744514553016,6.5432483434505
GEV,TTD,0.21140122196360323,-3.7496089087807873,-3.4648754262570978,4.6360596026227086
CPT,MMM,1.8225715440055117,-3.7481034324244655,-3.457215237265747,4.203675386930918
EVRG,MSI,11.064797397820522,-3.7465913122317094,-3.4566744514553016,7.73076280504971
PAYX,PKG,2.435297950234818,-3.7461202099927906,-3.4566744514553016,6.547765433543846
RF,TPL,36.06803810826881,-3.7423034383154303,-3.4566744514553016,6.533216259372801
AEP,FE,0.31882171298018197,-3.7385379076027436,-3.4566744514553016,6.51696881685405
KKR,PKG,1.0817808662963726,-3.737630016248362,-3.456780859712,4.911659879678621
WMB,ZBRA,6.24588919301405,-3.7362520300733197,-3.4566744514553016,6.500831849100078
CVNA,TPL,1.4708306138702905,-3.7354504151068055,-3.4569962781990573,7.051782712071499
PKG,PNR,0.4474477748279947,-3.7342842630366206,-3.456780859712,5.275673730826931
BX,PKG,1.051997117862435,-3.7312312646682977,-3.4566744514553016,7.833798529908395
EVRG,MMM,3.950120253761629,-3.727442608552124,-3.4566744514553016,6.540365917601898
MSI,PNC,0.33079266781788674,-3.7267742393657963,-3.4566744514553016,7.114706899779896
TTD,VST,1.7173100102782126,-3.7266489330155688,-3.4566744514553016,6.370001694396146
EBAY,PGR,3.250621881264045,-3.723772917390784,-3.456780859712,5.655229361431588
FRT,MAA,1.873318424291928,-3.7211266149559448,-3.4566744514553016,6.651521470554427
AFL,DUK,0.7139764829576275,-3.7186278161378152,-3.4566744514553016,6.488323654654341
DUK,ESS,2.84365554143341,-3.714665396827581,-3.456780859712,7.51498548545916
FISV,PH,2.6407160215493883,-3.7127588163308034,-3.457105309726321,6.3740113576991915
ETR,PNR,1.19999452890929,-3.7081745568711164,-3.456780859712,5.772511487371135
AMP,HLT,0.34683501014839435,-3.70624512468943,-3.4566744514553016,7.195936236763166
BK,PNC,2.140340967595776,-3.7054298218623,-3.4566744514553016,7.247947529822817
DGX,PM,1.2491791485588624,-3.701666230745845,-3.4573260719088132,4.865523467388451
WMT,ZBRA,3.692779246534438,-3.6976144827210935,-3.4566744514553016,6.584482959416301
MSI,ZBRA,0.7712017999569796,-3.6962153560102458,-3.4566744514553016,6.6503160131939945
PM,PPL,0.18011128499372453,-3.696192729809861,-3.4569962781990573,7.464253146263988
ADP,FISV,1.0153453959523258,-3.6961180881599622,-3.4566744514553016,6.607098912909588
BK,FICO,40.48669383556333,-3.6953953226934604,-3.4566744514553016,6.305380262055323
BLK,SPG,0.13573801249178713,-3.6934275161837093,-3.4566744514553016,6.883327369754487
GS,IP,0.10383907151827032,-3.692888635306429,-3.457105309726321,6.508274385253555
GEV,PODD,0.45537776161230814,-3.6917399101590567,-3.4648754262570978,5.184911106886415
AFL,MAA,1.0572712695298732,-3.6894342393018116,-3.4569962781990573,5.887921226307502
JCI,VST,3.75070190872448,-3.6887160358344864,-3.4566744514553016,6.610879885287098
RF,TRGP,12.213383588222733,-3.6873714318524806,-3.4566744514553016,7.187949944322604
FICO,MTB,0.06392461474875105,-3.685134054336662,-3.457215237265747,6.259194849935925
FISV,NTRS,0.3658793791036095,-3.684152905945241,-3.456780859712,5.278117751462951
BK,TRGP,3.479795648280404,-3.683618523153495,-3.4577787098622674,13.997783701604506
AVB,PEG,0.5178141506293094,-3.6833283800425156,-3.4566744514553016,7.196452309365051
